SECTOR,ID_PASO_EITI,CICLO,PERIODO,ID_ENTIDAD_FEDERATIVA_ENTREGA_ITEMS_PROCED,ENTIDAD_FEDERATIVA_ENTREGA_ITEMS_PROCED,ID_MUNICIPIO_ENTREGA_ITEMS_PROCED,MUNICIPIO_ENTREGA_ITEMS_PROCED,TIPO_COORDENADAS,COORDENADAS_DETALLE_1,COORDENADAS_DETALLE_2,COORDENADAS_DETALLE_3,COORDENADAS_DETALLE_4,ID_TIPO_CONTRATO,DESC_TIPO_CONTRATO,OCID,ID_CONTRATO,DESC_CONTRATO,ID_ADICIONAL_CONTRATO,ID_EXPEDIENTE,NUMERO_PROCED,ID_ITEMS_CONTRATO,DESC_ITEMS_CONTRATO,SUPERFICIE,UNIDAD,URL_LOCALIZACION_ITEMS_CONTRATO,ESTATUS_CONTRATO,DETALLE_ESTATUS_CONTRATO,FECHA_ADJUDICACION,URL_DOCUMENTO_ADJUDICACION,FECHA_FIRMA_CONTRATO,FECHA_INICIO_CONTRATO,FECHA_FIN_CONTRATO,DURACION_MAXIMA_CONTRATO,DURACION_DIAS_CONTRATO,NUMERO_PRORROGAS,DURACION_PRORROGAS,ID_ORGANIZACION,DESC_ORGANIZACION,ID_ADICIONAL_ORGANIZACION,TIPO_ORGANIZACION,PAIS_ORGANIZACION,GIRO_ORGANIZACION,EMPLEADOS_CONTRATADOS,EMPLEADOS_AFILIADOS,ID_DOCUMENTO_CONTRATO,DESC_TIPO_DOCUMENTO_CONTRATO,NOMBRE_DOCUMENTO_CONTRATO,DETALLE_DOCUMENTO_CONTRATO,URL_DOCUMENTO_CONTRATO,FECHA_PUBLICACION_DOCUMENTO_CONTRATO,FECHA_ACTUALIZACION_DOCUMENTO_CONTRATO,FORMATO_DOCUMENTO_CONTRATO,IDIOMA_DOCUMENTO_CONTRATO,ID_HITO_CONTRATO,DESC_HITO_CONTRATO,TIPO_HITO_CONTRATO,DETALLE_HITO_CONTRATO,FECHA_PLANEADA_HITO_CONTRATO,FECHA_CUMPLIMIENTO_HITO_CONTRATO,FECHA_MODIFICADA_HITO_CONTRATO,ESTATUS_HITO_CONTRATO,ID_DOCUMENTO_HITO_CONTRATO,TIPO_DOCUMENTO_HITO_CONTRATO,NOMBRE_DOCUMENTO_HITO_CONTRATO,DETALLE_DOCUMENTO_HITO_CONTRATO,URL_DOCUMENTO_HITO_CONTRATO,FECHA_PUBLICACION_DOCUMENTO_HITO_CONTRATO,FECHA_ACTUALIZACION_DOCUMENTO_HITO_CONTRATO,FORMATO_DOCUMENTO_HITO_CONTRATO,IDIOMA_DOCUMENTO_HITO_CONTRATO,FECHA_PUBLICACION,FECHA_ACTUALIZACION,FUENTE_INFORMACION,CONTACTO_INFORMACION
Hidrocarburos,1,2018,Septiembre,28,Tamaulipas,32,Reynosa,Geográficas,-98.52107,25.89726,0,Centroide,9,Asignación de extracción,N/A,A-0136,Terrestre,N/A,0,N/A,136,Fundador,26.7341,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0136-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,28,Tamaulipas,32,Reynosa,Geográficas,-98.51667,26.07083,0,Centroide,9,Asignación de extracción,N/A,A-0137,Terrestre,N/A,0,N/A,137,Galia,10.681,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0137-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,160,Álamo Temapache,Geográficas,-97.75484,20.97264,0,Centroide,9,Asignación de extracción,N/A,A-0138,Terrestre,N/A,0,N/A,138,Gallo,29.3198,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0138-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,28,Tamaulipas,32,Reynosa,Geográficas,-98.54375,25.91042,0,Centroide,9,Asignación de extracción,N/A,A-0139,Terrestre,N/A,0,N/A,139,Garufa,3.05503,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0139-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,142,San Juan Evangelista,Geográficas,-95.33949,17.78098,0,Centroide,9,Asignación de extracción,N/A,A-0140,Terrestre,N/A,0,N/A,140,Gasífero,37.4522,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0140-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,7,Chiapas,68,Pichucalco,Geográficas,-93.15777,17.57995,0,Centroide,9,Asignación de extracción,N/A,A-0141,Terrestre,N/A,0,N/A,141,Gaucho,60.3572,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0141-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,28,Tamaulipas,14,Guerrero,Geográficas,-99.41424,26.64861,0,Centroide,9,Asignación de extracción,N/A,A-0143,Terrestre,N/A,0,N/A,143,General,18.2391,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0143-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,8,Huimanguillo,Geográficas,-93.38624,17.66771,0,Centroide,9,Asignación de extracción,N/A,A-0144,Terrestre,N/A,0,N/A,144,Giraldas,123.87986,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0144-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,8,Huimanguillo,Geográficas,-93.765,17.93278,0,Centroide,9,Asignación de extracción,N/A,A-0145,Terrestre,N/A,0,N/A,145,Guaricho,24.3925,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0145-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.26321,19.03869,0,Centroide,9,Asignación de extracción,N/A,A-0151,Aguas someras,N/A,0,N/A,151,Homol,28.1851,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0151-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,175,Tihuatlán,Geográficas,-97.54833,20.79417,0,Centroide,9,Asignación de extracción,N/A,A-0152,Terrestre,N/A,0,N/A,152,Horcón,15.8715,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0152-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,12,Macuspana,Geográficas,-92.38993,18.11788,0,Centroide,9,Asignación de extracción,N/A,A-0154,Terrestre,N/A,0,N/A,154,Hormiguero,64.12858,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0154.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,28,Tamaulipas,35,San Fernando,Geográficas,-98.2589,25.08412,0,Centroide,9,Asignación de extracción,N/A,A-0155,Terrestre,N/A,0,N/A,155,Huizache,28.422,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0155-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,175,Tihuatlán,Geográficas,-97.53917,20.57083,0,Centroide,9,Asignación de extracción,N/A,A-0156,Terrestre,N/A,0,N/A,156,Huizotate,11.9253,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0156-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,6,Cunduacán,Geográficas,-93.03986,18.02138,0,Centroide,9,Asignación de extracción,N/A,A-0159,Terrestre,N/A,0,N/A,159,Íride,37.3725,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0159-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.3381,19.37798,0,Centroide,9,Asignación de extracción,N/A,A-0160,Aguas someras,N/A,0,N/A,160,Ixtal,56.2073,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0160-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.21674,19.44285,0,Centroide,9,Asignación de extracción,N/A,A-0161,Aguas someras,N/A,0,N/A,161,Ixtoc,96.3024,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0161-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,8,Huimanguillo,Geográficas,-93.45373,17.91016,0,Centroide,9,Asignación de extracción,N/A,A-0162,Terrestre,N/A,0,N/A,162,Jacinto,46.3549,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0162-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,49,Cotaxtla,Geográficas,-96.35341,18.85947,0,Centroide,9,Asignación de extracción,N/A,A-0163,Terrestre,N/A,0,N/A,163,Jaf,8.87181,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0163-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,28,Tamaulipas,14,Guerrero,Geográficas,-99.30897,26.62676,0,Centroide,9,Asignación de extracción,N/A,A-0164,Terrestre,N/A,0,N/A,164,Jaujal,39.5238,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0164-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,175,Tihuatlán,Geográficas,-97.60083,20.69964,0,Centroide,9,Asignación de extracción,N/A,A-0165,Terrestre,N/A,0,N/A,165,Jiliapa,27.7965,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0165-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,12,Macuspana,Geográficas,-92.46737,17.97135,0,Centroide,9,Asignación de extracción,N/A,A-0166,Terrestre,N/A,0,N/A,166,José Colomo,52.8323,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0166-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,8,Huimanguillo,Geográficas,-93.51628,17.87637,0,Centroide,9,Asignación de extracción,N/A,A-0168,Terrestre,N/A,0,N/A,168,Jujo-Tecominoacán,150.49499,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0168-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,7,Chiapas,74,Reforma,Geográficas,-93.24007,17.83125,0,Centroide,9,Asignación de extracción,N/A,A-0169,Terrestre,N/A,0,N/A,169,Juspi,55.3393,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0169-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,27,Tabasco,N/A,Marino,Geográficas,-92.73796,18.79052,0,Centroide,9,Asignación de extracción,N/A,A-0170,Aguas someras,N/A,0,N/A,170,Kab,73.43772,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0170-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,12,Amatitlán,Geográficas,-95.69815,18.50231,0,Centroide,9,Asignación de extracción,N/A,A-0171,Terrestre,N/A,0,N/A,171,Kabuki,14.5625,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0171-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.15694,19.40355,0,Centroide,9,Asignación de extracción,N/A,A-0172,Aguas someras,N/A,0,N/A,172,Kambesah,21.6753,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0172-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.23109,19.35288,0,Centroide,9,Asignación de extracción,N/A,A-0174,Aguas someras,N/A,0,N/A,174,Kanaab,10.4407,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0174-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.47917,19.12917,0,Centroide,9,Asignación de extracción,N/A,A-0176,Aguas someras,N/A,0,N/A,176,Kax,5.63265,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0176-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,181,Tlalixcoyan,Geográficas,-96.28028,18.70639,0,Centroide,9,Asignación de extracción,N/A,A-0179,Terrestre,N/A,0,N/A,179,Kibo,12.1139,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0179-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,28,Tamaulipas,32,Reynosa,Geográficas,-98.47833,26.03833,0,Centroide,9,Asignación de extracción,N/A,A-0182,Terrestre,N/A,0,N/A,182,Kriptón,7.63096,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0182-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.19742,19.50685,0,Centroide,9,Asignación de extracción,N/A,A-0183,Aguas someras,N/A,0,N/A,183,Ku,97.0524,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0183-2M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,4,Campeche,N/A,Marino,Geográficas,-92.19821,19.04881,0,Centroide,9,Asignación de extracción,N/A,A-0184,Aguas someras,N/A,0,N/A,184,Kuil,33.8191,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0184-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
Hidrocarburos,1,2018,Septiembre,30,Veracruz,N/A,Marino,Geográficas,-94.94482,19.47896,0,Centroide,9,Asignación de extracción,N/A,A-0185,Aguas profundas,N/A,0,N/A,185,Kunah,32.89333,km2,N/A,Vigente,N/A,N/A,N/A,2014-08-13,2014-08-13,2034-08-13,20,7305,2,5+5 años,N/A,Pemex Exploración y Producción,N/A,N/A,México,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A-0185-M.pdf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-09-24,2018-09-24,Comisión Nacional de Hidrocarburos,estadistica@cnh.gob.mx
